Block Size (KB),Throughput (MiB/s),Time (ms),
4096,3265.31,64050,
4096,3200,64100,
4096,3120,64150,
4096,3120,64200,
4096,3040,64250,
4096,3280,64301,
4096,3346.94,64350,
4096,3200,64400,
4096,3120,64450,
4096,3200,64500,
4096,3120,64550,
4096,3280,64600,
4096,3200,64650,
4096,3200,64700,
4096,3200,64750,
4096,3200,64800,
4096,3120,64850,
4096,3102.04,64900,
4096,3200,64950,
4096,3120,65000,
4096,3200,65050,
4096,3280,65100,
4096,3280,65150,
4096,3280,65200,
4096,3200,65250,
4096,3280,65301,
4096,3265.31,65350,
4096,3280,65400,
4096,3360,65450,
4096,3280,65500,
4096,3360,65550,
4096,3280,65600,
4096,3360,65650,
4096,3200,65700,
4096,3120,65750,
4096,3200,65800,
4096,3200,65850,
4096,3265.31,65900,
4096,3200,65950,
4096,3280,66000,
4096,3200,66050,
4096,3200,66100,
4096,3280,66150,
4096,3280,66200,
4096,3360,66250,
4096,3280,66300,
4096,3360,66350,
4096,3346.94,66400,
4096,3280,66450,
4096,3360,66500,
4096,3280,66550,
4096,3360,66600,
4096,3280,66650,
4096,3280,66700,
4096,3360,66750,
4096,3360,66800,
4096,3280,66850,
4096,3360,66900,
4096,3280,66951,
4096,3346.94,67000,
4096,3280,67050,
4096,3360,67100,
4096,3280,67150,
4096,3280,67200,
4096,3360,67250,
4096,3280,67300,
4096,3200,67350,
4096,3183.67,67400,
4096,3200,67450,
4096,3200,67500,
4096,3200,67550,
4096,3040,67600,
4096,3280,67650,
4096,3120,67700,
4096,3200,67750,
4096,3200,67800,
4096,3120,67850,
4096,3102.04,67900,
4096,3120,67950,
4096,3040,68000,
4096,3120,68050,
4096,3280,68100,
4096,3280,68150,
4096,3120,68200,
4096,3200,68250,
4096,3200,68300,
4096,3200,68350,
4096,3200,68401,
4096,3183.67,68450,
