Block Size (KB),Throughput (MiB/s),Time (ms),
4096,3440,49300,
4096,3360,49350,
4096,3280,49400,
4096,3440,49450,
4096,3360,49500,
4096,3360,49550,
4096,3280,49600,
4096,3200,49650,
4096,3120,49700,
4096,3200,49750,
4096,3200,49800,
4096,3200,49850,
4096,3102.04,49900,
4096,3200,49950,
4096,3280,50000,
4096,3280,50050,
4096,3200,50100,
4096,3280,50150,
4096,3200,50200,
4096,3280,50251,
4096,3183.67,50300,
4096,3280,50350,
4096,3120,50400,
4096,3200,50450,
4096,3040,50500,
4096,3200,50550,
4096,3200,50600,
4096,3183.67,50650,
4096,3120,50700,
4096,3120,50750,
4096,3280,50800,
4096,3200,50850,
4096,3120,50900,
4096,3200,50950,
4096,3200,51000,
4096,3183.67,51050,
4096,3280,51100,
4096,3280,51150,
4096,3280,51200,
4096,3360,51250,
4096,3280,51300,
4096,3360,51350,
4096,3200,51400,
4096,3200,51450,
4096,3040,51500,
4096,3280,51551,
4096,3102.04,51600,
4096,3200,51650,
4096,3280,51700,
4096,3360,51750,
4096,3280,51800,
4096,3360,51850,
4096,3280,51900,
4096,3360,51950,
4096,3360,52001,
4096,3346.94,52050,
4096,3280,52100,
4096,3360,52150,
4096,3360,52200,
4096,3280,52250,
4096,3280,52300,
4096,3360,52350,
4096,3360,52400,
4096,3280,52450,
4096,3360,52501,
4096,3346.94,52550,
4096,3280,52600,
4096,3360,52650,
4096,3360,52700,
4096,3280,52750,
4096,3280,52800,
4096,3360,52850,
4096,3280,52900,
4096,3200,52951,
4096,3102.04,53000,
4096,3200,53050,
4096,3120,53100,
4096,3280,53150,
4096,3120,53200,
4096,3200,53250,
4096,3360,53300,
4096,3200,53350,
4096,3183.67,53400,
4096,3200,53450,
4096,3200,53500,
4096,3280,53550,
4096,3200,53600,
4096,3360,53650,
4096,3440,53700,
4096,3440,53750,
4096,3440,53800,
4096,3360,53850,
4096,3428.57,53900,
4096,3280,53950,
4096,3440,54000,
4096,3440,54050,
4096,3440,54100,
4096,3360,54150,
4096,3280,54200,
4096,3440,54250,
4096,3200,54300,
4096,3440,54350,
4096,3440,54401,
4096,3183.67,54450,
4096,3360,54500,
4096,3200,54550,
4096,3120,54600,
4096,3280,54650,
4096,3200,54700,
4096,3280,54751,
4096,3183.67,54800,
4096,3200,54850,
4096,3200,54900,
4096,3200,54950,
4096,3120,55000,
4096,3280,55050,
4096,3120,55100,
4096,3183.67,55150,
4096,3120,55200,
4096,3360,55250,
4096,3120,55300,
4096,3200,55350,
4096,3040,55400,
4096,3200,55450,
4096,3120,55500,
4096,3280,55551,
4096,3183.67,55600,
4096,3200,55650,
4096,3200,55700,
4096,3200,55750,
4096,3280,55800,
4096,3200,55850,
4096,3183.67,55900,
4096,3200,55950,
4096,3200,56000,
4096,3200,56050,
4096,3200,56100,
4096,3200,56150,
4096,3120,56201,
4096,3183.67,56250,
4096,3200,56300,
4096,3200,56350,
4096,3280,56400,
4096,3200,56450,
4096,3200,56500,
4096,3280,56551,
4096,3183.67,56600,
4096,3280,56650,
4096,3200,56700,
4096,3120,56750,
4096,3200,56800,
4096,3200,56850,
4096,3280,56901,
4096,3183.67,56950,
4096,3120,57000,
4096,3280,57050,
4096,3200,57100,
4096,3120,57150,
4096,3200,57200,
4096,3360,57250,
4096,3360,57300,
4096,3520,57350,
4096,3428.57,57400,
4096,3360,57450,
4096,3360,57500,
4096,3440,57550,
4096,3360,57600,
4096,3440,57650,
4096,3360,57700,
4096,3360,57750,
4096,3440,57800,
4096,3440,57850,
4096,3428.57,57900,
4096,3360,57950,
4096,3280,58000,
4096,3520,58050,
4096,3280,58100,
4096,3360,58150,
4096,3360,58200,
4096,3440,58250,
4096,3360,58300,
4096,3440,58350,
4096,3360,58400,
4096,3360,58451,
4096,3346.94,58500,
4096,3360,58550,
4096,3360,58600,
4096,3360,58650,
4096,3360,58700,
4096,3360,58750,
4096,3360,58800,
4096,3360,58850,
4096,3200,58901,
4096,3183.67,58950,
4096,3120,59000,
4096,3360,59050,
4096,3120,59100,
4096,3200,59151,
4096,3102.04,59200,
4096,3120,59250,
4096,3280,59300,
4096,3200,59350,
4096,3280,59400,
4096,3200,59450,
4096,3200,59500,
4096,3200,59550,
4096,3200,59600,
4096,3183.67,59650,
4096,3200,59700,
4096,3200,59750,
4096,3200,59800,
4096,3200,59850,
4096,3200,59900,
4096,3200,59950,
4096,3200,60000,
4096,3183.67,60050,
4096,3200,60100,
